filename,artist,title,songLength,upload_status,upload_time,box_file_id,lrc_box_file_id
Days of the New - Shelf in the Room.m4a,Days of the New,Shelf in the Room,283.97,uploaded,2024-11-12 10:39:07,1698350255384,1698334283249
Days of the New - The Down Town.m4a,Days of the New,The Down Town,255.4,uploaded,2024-11-12 10:39:20,1698324153404,1698310017502
"Days of the New - Touch, Peel and Stand.m4a",Days of the New,"Touch, Peel and Stand",297.15,uploaded,2024-11-12 10:39:34,1698344490237,1698344469017
Deep Purple - King of Dreams.m4a,Deep Purple,King of Dreams,326.01,uploaded,2024-11-12 10:39:49,1698351320768,1698344351335
Def Leppard - Have You Ever Needed Someone So Bad.m4a,Def Leppard,Have You Ever Needed Someone So Bad,324.03,uploaded,2024-11-12 10:40:07,1698347456679,1698352551883
Def Leppard - Let's Get Rocked.m4a,Def Leppard,Let's Get Rocked,295.98,uploaded,2024-11-12 10:40:25,1698310828227,1698315395090
Def Leppard - Make Love Like a Man.m4a,Def Leppard,Make Love Like a Man,255.62,uploaded,2024-11-12 10:40:42,1698352170032,1698352187392
Def Leppard - Stand Up (Kick Love Into Motion).m4a,Def Leppard,Stand Up (Kick Love Into Motion),272.87,uploaded,2024-11-12 10:40:58,1698345863577,1698332809575
Def Leppard - Tonight.m4a,Def Leppard,Tonight,243.28,uploaded,2024-11-12 10:41:15,1698353349519,1698349398473
Def Leppard - Two Steps Behind (StringAcoustic Version).m4a,Def Leppard,Two Steps Behind (String/Acoustic Version),256.56,uploaded,2024-11-12 10:41:32,1698351639653,1700832104846
Depeche Mode - Barrel of a Gun.m4a,Depeche Mode,Barrel of a Gun,336.29,uploaded,2024-11-12 10:41:44,1698346158284,1698324580359
Depeche Mode - It's No Good.m4a,Depeche Mode,It's No Good,358.52,uploaded,2024-11-12 10:42:00,1698315887479,1698352288102
Depeche Mode - Walking in My Shoes.m4a,Depeche Mode,Walking in My Shoes,326.11,uploaded,2024-11-12 10:42:14,1698307362591,1698345827037
Dinosaur Jr. - Feel the Pain.m4a,Dinosaur Jr.,Feel the Pain,259.6,uploaded,2024-11-12 10:42:28,1698309359089,1698350730852
Dire Straits - Calling Elvis.m4a,Dire Straits,Calling Elvis,386.73,uploaded,2024-11-12 10:42:46,1698333702971,1698312517306
Dire Straits - Heavy Fuel.m4a,Dire Straits,Heavy Fuel,310.71,uploaded,2024-11-12 10:43:03,1698345729417,1698315479933
Dire Straits - The Bug.m4a,Dire Straits,The Bug,256.6,uploaded,2024-11-12 10:43:19,1698323187663,1698350766797
Dishwalla - Counting Blue Cars.m4a,Dishwalla,Counting Blue Cars,291.91,uploaded,2024-11-12 10:43:33,1698354702813,1698354191799
Dog's Eye View - Everything Falls Apart.m4a,Dog's Eye View,Everything Falls Apart,234.13,uploaded,2024-11-12 10:43:49,1698350951451,1698348410347
Don Henley - How Bad Do You Want It.m4a,Don Henley,How Bad Do You Want It?,227.45,uploaded,2024-11-12 10:44:04,1698335720864,pending
Don Henley - The Heart of the Matter.m4a,Don Henley,The Heart of the Matter,321.03,uploaded,2024-11-12 10:44:17,1698334107720,pending
Dream Theater - Pull Me Under.m4a,Dream Theater,Pull Me Under,493.93,uploaded,2024-11-12 10:44:30,1698355175231,1698316715317
Drivin N Cryin - Turn It Up or Turn It Off.m4a,Drivin N Cryin,Turn It Up or Turn It Off,488.91,uploaded,2024-11-12 10:44:46,1698319904724,pending
Eagle-Eye Cherry - Save Tonight.m4a,Eagle-Eye Cherry,Save Tonight,239.23,uploaded,2024-11-12 10:44:55,1698355460469,1698353843302
Eddie Money - Heaven in the Back Seat.m4a,Eddie Money,Heaven in the Back Seat,243.23,uploaded,2024-11-12 10:45:10,1698335661524,1698351546651
Eddie Money - She Takes My Breath Away (Live Acoustic).m4a,Eddie Money,She Takes My Breath Away (Live Acoustic),227.64,uploaded,2024-11-12 10:45:26,1698348897594,1698350203199
Edwyn Collins - A Girl Like You.m4a,Edwyn Collins,A Girl Like You,236.58,uploaded,2024-11-12 10:45:39,1698313869395,1698353841101
Eels - Novocaine For the Soul.m4a,Eels,Novocaine For the Soul,188.69,uploaded,2024-11-12 10:45:52,1698348949684,1698356027365
Elastica - Connection.m4a,Elastica,Connection,140.48,uploaded,2024-11-12 10:46:04,1698354560703,1698354579701
Elastica - Stutter.m4a,Elastica,Stutter,142.2,uploaded,2024-11-12 10:46:16,1698316163849,1698353247755
Elvis Costello - The Other Side of Summer.m4a,Elvis Costello,The Other Side of Summer,236.03,uploaded,2024-11-12 10:46:30,1698313203827,1698348570648
Eminem - My Name Is.m4a,Eminem,My Name Is,268.4,uploaded,2024-11-12 10:46:44,1698311728149,1698354942303
Eric Clapton - Bad Love.m4a,Eric Clapton,Bad Love,308.75,uploaded,2024-11-12 10:47:00,1698347982046,1698325401102
Eric Clapton - Before You Accuse Me.m4a,Eric Clapton,Before You Accuse Me,238.6,uploaded,2024-11-12 10:47:14,1698311432607,1698348411895
Eric Clapton - Help Me Up.m4a,Eric Clapton,Help Me Up,351.81,uploaded,2024-11-12 10:47:32,1698355544676,1698356920014
Eric Clapton - I'm Tore Down.m4a,Eric Clapton,I'm Tore Down,182.6,uploaded,2024-11-12 10:47:48,1698353025375,1698348304775
Eric Clapton - Layla (Acoustic Live).m4a,Eric Clapton,Layla (Acoustic Live),289.03,uploaded,2024-11-12 10:48:05,1698349230229,1698353231775
Eric Clapton - No Alibis.m4a,Eric Clapton,No Alibis,338.84000000000003,uploaded,2024-11-12 10:48:22,1698312604149,1698356847644
Eric Clapton - Stone Free.m4a,Eric Clapton,Stone Free,286.43,uploaded,2024-11-12 10:48:47,1698357543629,1698318217830
Eric Clapton - Tears In Heaven.m4a,Eric Clapton,Tears In Heaven,271.76,uploaded,2024-11-12 10:49:03,1698348051856,1698352395743
Eve 6 - Inside Out.m4a,Eve 6,Inside Out,219.47,uploaded,2024-11-12 10:49:19,1698328186839,1698339301599
Eve 6 - Leech.m4a,Eve 6,Leech,238.6,uploaded,2024-11-12 10:49:36,1698338564864,1698355173516
Everclear - Everything To Everyone.m4a,Everclear,Everything To Everyone,200.27,uploaded,2024-11-12 10:49:52,1698352979512,1698350284105
Everclear - Father of Mine.m4a,Everclear,Father of Mine,231.4,uploaded,2024-11-12 10:50:09,1698317647033,1698317739615
Everclear - Heartspark Dollarsign.m4a,Everclear,Heartspark Dollarsign,172.17000000000002,uploaded,2024-11-12 10:50:25,1698338816533,1698340495026
Everclear - I Will Buy You a New Life.m4a,Everclear,I Will Buy You a New Life,238.13,uploaded,2024-11-12 10:50:42,1698358391391,1698359226981
Everclear - Santa Monica (Watch the World Die) [Live].m4a,Various Artists,Santa Monica (Watch the World Die) [Live],318.13,uploaded,2024-11-12 10:51:00,1698330280604,1700820992901
Everlast - Ends.m4a,Everlast,Ends,264.29,uploaded,2024-11-12 10:51:11,1698356996772,1698359488164
Everlast - What It's Like.m4a,Everlast,What It's Like,303.13,uploaded,2024-11-12 10:51:29,1698356955637,1698318649226
Everything - Hooch.m4a,Everything,Hooch,219.84,uploaded,2024-11-12 10:51:47,1698330321158,1698350593796
EXTREME - Hole Hearted.m4a,EXTREME,Hole Hearted,219.29,uploaded,2024-11-12 10:52:04,1698357338146,1698319274249
EXTREME - Rest In Peace.m4a,EXTREME,Rest In Peace,361.77,uploaded,2024-11-12 10:52:22,1698323495790,1698338422920
Faith No More - Epic.m4a,Faith No More,Epic,293.65,uploaded,2024-11-12 10:52:40,1698347319618,1698350999095
Faith No More - Midlife Crisis.m4a,Faith No More,Midlife Crisis,259.87,uploaded,2024-11-12 10:52:57,1698358630832,1698331698888
Fastball - Fire Escape.m4a,Fastball,Fire Escape,201.13,uploaded,2024-11-12 10:53:14,1698335022654,1698358934253
Fastball - The Way.m4a,Fastball,The Way,257.09,uploaded,2024-11-12 10:53:31,1698358554079,1698357359190
Fatboy Slim - Praise You.m4a,Fatboy Slim,Praise You,323.24,uploaded,2024-11-12 10:53:48,1698360027979,1698357561537
Feeder - High.m4a,Feeder,High,273.28,uploaded,2024-11-12 10:54:05,1698327691155,1698328719663
"Filter - Hey Man, Nice Shot (Remastered Version).m4a",Filter,"Hey Man, Nice Shot (Remastered Version)",314.44,uploaded,2024-11-12 10:54:22,1698340395788,1698360935007
Filter - Take a Picture.m4a,Filter,Take a Picture,363.8,uploaded,2024-11-12 10:54:41,1698353180675,1698359408425
Filter - Welcome to the Fold.m4a,Filter,Welcome to the Fold,460.4,uploaded,2024-11-12 10:55:01,1698354848562,1698361031600
Fiona Apple - Criminal.m4a,Fiona Apple,Criminal,341.53,uploaded,2024-11-12 10:55:23,1698361610195,1698358753423
Fiona Apple - Fast As You Can.m4a,Fiona Apple,Fast As You Can,278.27,uploaded,2024-11-12 10:55:40,1698361490297,1698358580568
Foo Fighters - Big Me.m4a,Foo Fighters,Big Me,132.84,uploaded,2024-11-12 10:55:55,1698360494053,1698360279872
Foo Fighters - Everlong.m4a,Foo Fighters,Everlong,250.55,uploaded,2024-11-12 10:56:12,1698352408662,1698336700254
Foo Fighters - I'll Stick Around.m4a,Foo Fighters,I'll Stick Around,232.53,uploaded,2024-11-12 10:56:29,1698361213877,1698360227058
Foo Fighters - Learn to Fly.m4a,Foo Fighters,Learn to Fly,235.29,uploaded,2024-11-12 10:56:46,1698342359264,1698352489767
Foo Fighters - Monkey Wrench.m4a,Foo Fighters,Monkey Wrench,231.48,uploaded,2024-11-12 10:57:04,1698344795927,1698341716606
Foo Fighters - My Hero.m4a,Foo Fighters,My Hero,260.03,uploaded,2024-11-12 10:57:21,1698330380463,1698346122320
Foo Fighters - This Is a Call.m4a,Foo Fighters,This Is a Call,233.36,uploaded,2024-11-12 10:57:38,1698356097185,1698360721542
Foo Fighters - Walking After You.m4a,Foo Fighters,Walking After You,303.81,uploaded,2024-11-12 10:57:55,1698360551710,1698361914450
Foreigner - Lowdown and Dirty.m4a,Foreigner,Lowdown and Dirty,261.97,uploaded,2024-11-12 10:58:16,1698353504650,1698357042972
Foreigner - Soul Doctor.m4a,Foreigner,Soul Doctor,291.37,uploaded,2024-11-12 10:58:35,1698361982277,1698360287152
Fuel - Bittersweet.m4a,Fuel,Bittersweet,232.07,uploaded,2024-11-12 10:58:55,1698353690375,1698361909345
Fuel - Shimmer.m4a,Fuel,Shimmer,214.07,uploaded,2024-11-12 10:59:13,1698361057702,1698363611078
Fury In the Slaughterhouse - Every Generation Got Its Own Disease.m4a,Fury In the Slaughterhouse,Every Generation Got Its Own Disease,327.87,uploaded,2024-11-12 10:59:32,1698353991748,1698363680809
Garbage - #1 Crush (Nellee Hooper Mix).m4a,Garbage,#1 Crush (Nellee Hooper Mix),290.51,uploaded,2024-11-12 10:59:57,1698334614894,1698364086659
Garbage - I Think I'm Paranoid.m4a,Garbage,I Think I'm Paranoid,217.33,uploaded,2024-11-12 11:00:14,1698356541031,1698359624620
Garbage - Only Happy When It Rains.m4a,Garbage,Only Happy When It Rains,236.53,uploaded,2024-11-12 11:00:39,1698357374393,1698347245528
Garbage - Push It.m4a,Garbage,Push It,242.53,uploaded,2024-11-12 11:01:05,1698352242694,1698364765841
Garbage - Queer.m4a,Garbage,Queer,276.49,uploaded,2024-11-12 11:01:32,1698342623607,1698347382525
Garbage - Special.m4a,Garbage,Special,223.6,uploaded,2024-11-12 11:01:57,1698344154224,1698364616593
Garbage - Stupid Girl.m4a,Garbage,Stupid Girl,258.53,uploaded,2024-11-12 11:02:24,1698363205757,1698366724420
Gary Hoey - Hocus Pocus.m4a,Gary Hoey,Hocus Pocus,235.0,uploaded,2024-11-12 11:02:44,1698366524439,pending
Gary Hoey - Low Rider.m4a,Gary Hoey,Low Rider,260.68,uploaded,2024-11-12 11:02:59,1698363630113,pending
Gary Moore - Cold Day In Hell.m4a,Gary Moore,Cold Day In Hell,267.56,uploaded,2024-11-12 11:03:16,1698358222986,1698349047920
Gary Moore - Still Got the Blues.m4a,Gary Moore,Still Got the Blues,370.87,uploaded,2024-11-12 11:03:37,1698362847774,1698355948167
Gene Loves Jezebel - Jealous.m4a,Gene Loves Jezebel,Jealous,211.09,uploaded,2024-11-12 11:04:01,1698365752516,1698367864494
Genesis - I Can't Dance.m4a,Genesis,I Can't Dance,239.61,uploaded,2024-11-12 11:04:20,1698367362347,1698365608287
Genesis - No Son of Mine.m4a,Genesis,No Son of Mine,399.11,uploaded,2024-11-12 11:04:44,1698356325274,1698356843696
George Thorogood & The Destroyers - Get a Haircut.m4a,George Thorogood & The Destroyers,Get a Haircut,252.47,uploaded,2024-11-12 11:05:04,1698356123920,1698344575086
George Thorogood & The Destroyers - If You Don't Start Drinkin' (I'm Gonna Leave).m4a,George Thorogood & The Destroyers,If You Don't Start Drinkin' (I'm Gonna Leave),253.0,uploaded,2024-11-12 11:05:25,1698347845758,1698366217540
Gin Blossoms - Follow You Down (Single Edit).m4a,Gin Blossoms,Follow You Down (Single Edit),227.71,uploaded,2024-11-12 11:05:45,1698359001031,1698359482986
Gin Blossoms - Found Out About You.m4a,Gin Blossoms,Found Out About You,233.4,uploaded,2024-11-12 11:06:05,1698366829618,1698356927002
Gin Blossoms - Hey Jealousy.m4a,Gin Blossoms,Hey Jealousy,235.43,uploaded,2024-11-12 11:06:26,1698358328659,1698358640719
Gin Blossoms - Til I Hear It From You.m4a,Gin Blossoms,Til I Hear It From You,232.47,uploaded,2024-11-12 11:06:47,1698365989483,1698358206416
"Glenn Frey - Part of Me, Part of You.m4a",Glenn Frey,"Part of Me, Part of You",358.0,uploaded,2024-11-12 11:07:09,1698361173112,1698354483618
Godsmack - Keep Away.m4a,Godsmack,Keep Away,290.07,uploaded,2024-11-12 11:07:31,1698367389006,1698368097457
Godsmack - Whatever.m4a,Godsmack,Whatever,206.2,uploaded,2024-11-12 11:07:51,1698365236127,1698358650310
Goldfinger - Here In Your Bedroom.m4a,Goldfinger,Here In Your Bedroom,190.8,uploaded,2024-11-12 11:08:11,1698368754442,1698362020437
Great White - Call It Rock N' Roll.m4a,Great White,Call It Rock N' Roll,236.56,uploaded,2024-11-12 11:08:32,1698366134339,1698366131987
Great White - House of Broken Love.m4a,Great White,House of Broken Love,358.43,uploaded,2024-11-12 11:08:54,1698368235957,1698367588702
Great White - Sail Away.m4a,Great White,Sail Away,284.89,uploaded,2024-11-12 11:09:19,1698361519199,1698366980968
Green Day - Basket Case.m4a,Green Day,Basket Case,182.92,uploaded,2024-11-12 11:09:50,1698351548450,1698366055116
Green Day - Brain StewJaded (BBC Live Session).m4a,Green Day,Brain Stew/Jaded (BBC Live Session),274.2,uploaded,2024-11-12 11:10:15,1698349328864,1700836011723
Green Day - Geek Stink Breath.m4a,Green Day,Geek Stink Breath,135.8,uploaded,2024-11-12 11:10:37,1698368547726,1698372088488
Green Day - Good Riddance (Time of Your Life).m4a,Green Day,Good Riddance (Time of Your Life),153.47,uploaded,2024-11-12 11:10:56,1698369429432,1698367345542
Green Day - Hitchin' a Ride.m4a,Green Day,Hitchin' a Ride,171.65,uploaded,2024-11-12 11:11:22,1698361477293,1698369664160
Green Day - J.A.R. (Jason Andrew Relva).m4a,Green Day,J.A.R. (Jason Andrew Relva),171.12,uploaded,2024-11-12 11:11:56,1698365404397,1698368893211
Green Day - Longview.m4a,Green Day,Longview,238.71,uploaded,2024-11-12 11:12:32,1698347781465,1698368178342
Green Day - Redundant.m4a,Green Day,Redundant,197.61,uploaded,2024-11-12 11:13:00,1698360395366,1698370907265
Green Day - She.m4a,Green Day,She,133.91,uploaded,2024-11-12 11:13:29,1698374459551,1698370448619
Green Day - Welcome to Paradise.m4a,Green Day,Welcome to Paradise,224.13,uploaded,2024-11-12 11:14:04,1698362781547,1698361410614
Green Day - When I Come Around.m4a,Green Day,When I Come Around,177.77,uploaded,2024-11-12 11:14:37,1698371581631,1698364144597
Guns N' Roses - Ain't It Fun.m4a,Guns N' Roses,Ain't It Fun,305.8,uploaded,2024-11-12 11:14:59,1698370339110,1698361933267
Guns N' Roses - Civil War (2022 Remaster).m4a,Guns N' Roses,Civil War (2022 Remaster),460.23,uploaded,2024-11-12 11:15:36,1698369738474,1698369727187
Guns N' Roses - Civil War.m4a,Guns N' Roses,Civil War,462.09,uploaded,2024-11-12 11:16:00,1698362697509,1698369810661
Guns N' Roses - Don't Cry (Original) [2022 Remaster].m4a,Guns N' Roses,Don't Cry (Original) [2022 Remaster],284.16,uploaded,2024-11-12 11:16:21,1698372594893,1698372220666
Guns N' Roses - Hair Of The Dog.m4a,Guns N' Roses,Hair Of The Dog,234.91,uploaded,2024-11-12 11:16:43,1698375062088,pending
Guns N' Roses - Knockin' On Heaven's Door (2022 Remaster).m4a,Guns N' Roses,Knockin' On Heaven's Door (2022 Remaster),335.16,uploaded,2024-11-12 11:16:58,1698372340191,1698372342176
Guns N' Roses - November Rain.m4a,Guns N' Roses,November Rain,536.07,uploaded,2024-11-12 11:17:24,1698373199027,1698373300029
Guns N' Roses - Sympathy for the Devil.m4a,Guns N' Roses,Sympathy for the Devil,455.56,uploaded,2024-11-12 11:17:51,1698376098133,1698376765388
Guns N' Roses - Yesterdays.m4a,Guns N' Roses,Yesterdays,196.23,uploaded,2024-11-12 11:18:11,1698373458127,1698376153536
Guns N' Roses - You Could Be Mine (2022 Remaster).m4a,Guns N' Roses,You Could Be Mine (2022 Remaster),343.03,uploaded,2024-11-12 11:18:47,1698352134078,1698362903197
Harvey Danger - Flagpole Sitta.m4a,Harvey Danger,Flagpole Sitta,217.27,uploaded,2024-11-12 11:19:08,1698371852968,1698373725080
Heart - Black On Black II.m4a,Heart,Black On Black II,231.29,uploaded,2024-11-12 11:19:30,1698362915920,pending
Heart - Wild Child.m4a,Heart,Wild Child,270.13,uploaded,2024-11-12 11:19:44,1698353214197,1698366278234
Hole - Awful.m4a,Hole,Awful,196.0,uploaded,2024-11-12 11:20:05,1698351913428,1698364069437
Hole - Celebrity Skin.m4a,Hole,Celebrity Skin,162.67000000000002,uploaded,2024-11-12 11:20:25,1698374310431,1698362219683
Hole - Doll Parts.m4a,Hole,Doll Parts,211.96,uploaded,2024-11-12 11:20:47,1698364086148,1698368152557
Hole - Malibu.m4a,Hole,Malibu,230.04,uploaded,2024-11-12 11:21:08,1698378682850,1698365531973
Hothouse Flowers - Thing of Beauty.m4a,Hothouse Flowers,Thing of Beauty,327.0,uploaded,2024-11-12 11:21:31,1698374663479,1698363212452
Huey Lewis & The News - Couple Days Off.m4a,Huey Lewis & The News,Couple Days Off,296.84000000000003,uploaded,2024-11-12 11:21:55,1698371152449,1698373018879
Hum - Stars.m4a,Hum,Stars,309.11,uploaded,2024-11-12 11:22:16,1698374219919,1698375354442
INXS - Beautiful Girl.m4a,INXS,Beautiful Girl,207.44,uploaded,2024-11-12 11:22:40,1698368418604,1698375502869
INXS - Bitter Tears.m4a,INXS,Bitter Tears,229.31,uploaded,2024-11-12 11:23:06,1698365145274,1698372961482
INXS - Disappear.m4a,INXS,Disappear,250.67,uploaded,2024-11-12 11:23:31,1698379216275,1698375546379
INXS - Heaven Sent.m4a,INXS,Heaven Sent,196.25,uploaded,2024-11-12 11:23:59,1698374862478,1698377716295
INXS - Suicide Blonde.m4a,INXS,Suicide Blonde,232.12,uploaded,2024-11-12 11:24:29,1698367269147,1698374166474
Izzy Stradlin & The Ju Ju Hounds - Shuffle It All.m4a,Izzy Stradlin & The Ju Ju Hounds,Shuffle It All,380.2,uploaded,2024-11-12 11:25:08,1698374577539,pending
Izzy Stradlin & The Ju Ju Hounds - Somebody Knockin'.m4a,Izzy Stradlin & The Ju Ju Hounds,Somebody Knockin',207.39,uploaded,2024-11-12 11:25:30,1698378981342,pending
Jackyl - Down on Me.m4a,Jackyl,Down on Me,243.33,uploaded,2024-11-12 11:25:46,1698372501252,1698377495670
Jane's Addiction - Been Caught Stealing.m4a,Jane's Addiction,Been Caught Stealing,214.71,uploaded,2024-11-12 11:26:10,1698376531060,1698374396876
Jane's Addiction - Jane Says (Live).m4a,Jane's Addiction,Jane Says (Live),391.07,uploaded,2024-11-12 11:26:43,1698375746277,1698378040470
Jars of Clay - Flood.m4a,Jars of Clay,Flood,211.67,uploaded,2024-11-12 11:27:11,1698379511578,1698377855256
Jerry Cantrell - Cut You In.m4a,Jerry Cantrell,Cut You In,203.0,uploaded,2024-11-12 11:27:35,1698377718207,1698370036340
Jerry Cantrell - My Song.m4a,Jerry Cantrell,My Song,247.37,uploaded,2024-11-12 11:28:00,1698377902927,1698387446079
Jesus Jones - The Devil You Know.m4a,Jesus Jones,The Devil You Know,271.27,uploaded,2024-11-12 11:49:15,1698384726037,pending
Jimmie's Chicken Shack - Do Right.m4a,Jimmie's Chicken Shack,Do Right,182.47,uploaded,2024-11-12 11:49:29,1698392586901,1698389155144
Jimmy Page & Robert Plant - Gallows Pole (Live).m4a,Various Artists,Gallows Pole (Live),263.27,uploaded,2024-11-12 11:49:52,1698380346837,pending
Joan Osborne - One of Us.m4a,Joan Osborne,One of Us,320.47,uploaded,2024-11-12 11:50:07,1698389282093,1698390769334
Joe Cocker - Love Is Alive.m4a,Joe Cocker,Love Is Alive,237.47,uploaded,2024-11-12 11:50:31,1698388780632,1698391283865
Joe Jackson - Obvious Song.m4a,Joe Jackson,Obvious Song,252.53,uploaded,2024-11-12 11:50:55,1698387213055,pending
Joe Satriani - Summer Song.m4a,Joe Satriani,Summer Song,300.77,uploaded,2024-11-12 11:51:18,1698388146606,pending
Joe Walsh - Ordinary Average Guy.m4a,Joe Walsh,Ordinary Average Guy,251.6,uploaded,2024-11-12 11:51:34,1698388470360,1698392231611
John Hiatt - Perfectly Good Guitar.m4a,John Hiatt,Perfectly Good Guitar,279.89,uploaded,2024-11-12 11:51:59,1698390654826,pending
John Mellencamp - Again Tonight.m4a,John Mellencamp,Again Tonight,197.69,uploaded,2024-11-12 11:52:12,1698393481451,1698391571539
John Mellencamp - Get a Leg Up.m4a,John Mellencamp,Get a Leg Up,227.2,uploaded,2024-11-12 11:52:36,1698395041653,1698387491871
John Mellencamp - Human Wheels.m4a,John Mellencamp,Human Wheels,334.17,uploaded,2024-11-12 11:53:02,1698386611099,1698387992425
John Mellencamp - Love and Happiness.m4a,John Mellencamp,Love and Happiness,233.07,uploaded,2024-11-12 11:53:27,1698379081658,1698381058967
John Mellencamp - Now More Than Ever.m4a,John Mellencamp,Now More Than Ever,222.76,uploaded,2024-11-12 11:53:50,1698382096634,1698390765007
John Mellencamp - What If I Came Knocking.m4a,John Mellencamp,What If I Came Knocking,306.91,uploaded,2024-11-12 11:54:16,1698388645272,1698389776192
John Mellencamp - Wild Night (feat. Meshell Ndegeocello).m4a,John Mellencamp,Wild Night (feat. Meshell Ndegeocello),207.51,uploaded,2024-11-12 11:54:40,1698394441875,1698393214881
Johnny Van Zant - Brickyard Road L.m4a,Johnny Van Zant,Brickyard Road L,400.93,uploaded,2024-11-12 11:55:09,1698389877385,pending
Jon Bon Jovi - Blaze of Glory.m4a,Jon Bon Jovi & Alan Silvestri,Blaze of Glory,335.24,uploaded,2024-11-12 11:55:24,1698396126626,1700835807658
Joydrop - Beautiful.m4a,Joydrop,Beautiful,239.37,uploaded,2024-11-12 11:55:37,1698388631274,pending
"Jude Cole - Baby, It's Tonight.m4a",Jude Cole,"Baby, It's Tonight",217.93,uploaded,2024-11-12 11:55:51,1698389754126,pending
Jude Cole - Start the Car (Album Version).m4a,Jude Cole,Start the Car (Album Version),306.84,uploaded,2024-11-12 11:56:08,1698388941042,pending
Juliana Hatfield - Universal Heart-Beat.m4a,Juliana Hatfield,Universal Heart-Beat,205.91,uploaded,2024-11-12 11:56:23,1698396016469,1698389793587
K's Choice - Not an Addict.m4a,K's Choice,Not an Addict,288.18,uploaded,2024-11-12 11:56:50,1698387184489,1698389713458
Keith Richards - Wicked As It Seems (2010 - Remaster).m4a,Keith Richards,Wicked As It Seems (2010 - Remaster),285.26,uploaded,2024-11-12 11:57:14,1698392058719,1698390188453
Kenny Wayne Shepherd - Blue On Black.m4a,Kenny Wayne Shepherd,Blue On Black,330.6,uploaded,2024-11-12 11:57:39,1698394492641,1698393244755
Kid Rock - Bawitdaba.m4a,Kid Rock,Bawitdaba,267.2,uploaded,2024-11-12 11:58:04,1698392567218,1698396345340
Kid Rock - Cowboy.m4a,Kid Rock,Cowboy,257.87,uploaded,2024-11-12 11:58:31,1698393368627,1698393268657
King's X - It's Love.m4a,King's X,It's Love,274.97,uploaded,2024-11-12 11:58:55,1698397591134,1698391058379
Kiss - Forever.m4a,Kiss,Forever,231.6,uploaded,2024-11-12 11:59:21,1698394403147,1698397407650
Korn - Falling Away from Me.m4a,Korn,Falling Away from Me,270.92,uploaded,2024-11-12 11:59:48,1698392457348,1698391298146
Korn - Freak On a Leash.m4a,Korn,Freak On a Leash,255.73,uploaded,2024-11-12 12:00:15,1698395869733,1698391883751
Korn - Got the Life.m4a,Korn,Got the Life,225.32,uploaded,2024-11-12 12:00:41,1698392514646,1698399028461
Led Zeppelin - Baby Come On Home.m4a,Led Zeppelin,Baby Come On Home,269.99,uploaded,2024-11-12 12:01:13,1698393829919,1698389250012
Led Zeppelin - Travelling Riverside Blues (BBC Session).m4a,Led Zeppelin,Travelling Riverside Blues (BBC Session),311.63,uploaded,2024-11-12 12:01:46,1698395157090,1698399702185
LEN - Steal My Sunshine.m4a,LEN,Steal My Sunshine,265.53,uploaded,2024-11-12 12:02:10,1698389874849,1698392353523
Lenny Kravitz - Always On the Run.m4a,Lenny Kravitz,Always On the Run,233.07,uploaded,2024-11-12 12:02:33,1698394259063,1698394262177
Lenny Kravitz - American Woman.m4a,Lenny Kravitz,American Woman,264.56,uploaded,2024-11-12 12:02:57,1698386346785,1698398183736
Lenny Kravitz - Are You Gonna Go My Way.m4a,Lenny Kravitz,Are You Gonna Go My Way,211.93,uploaded,2024-11-12 12:03:21,1698392850283,1698398930184
Lenny Kravitz - Believe.m4a,Lenny Kravitz,Believe,294.6,uploaded,2024-11-12 12:03:48,1698396050344,1698391696602
Lenny Kravitz - Fly Away.m4a,Lenny Kravitz,Fly Away,221.33,uploaded,2024-11-12 12:04:12,1698392067963,1698391736742
Lenny Kravitz - Rock and Roll Is Dead.m4a,Lenny Kravitz,Rock and Roll Is Dead,203.93,uploaded,2024-11-12 12:04:36,1698394593385,1698395149967
Letters to Cleo - Here and Now.m4a,Letters to Cleo,Here and Now,218.61,uploaded,2024-11-12 12:05:01,1698396788648,1698393830117
Limp Bizkit - Nookie.m4a,Limp Bizkit,Nookie,289.56,uploaded,2024-11-12 12:05:26,1698400796864,1698399133424
Limp Bizkit - Re-Arranged.m4a,Limp Bizkit,Re-Arranged,354.73,uploaded,2024-11-12 12:05:52,1698395802877,1698401863044
Lit - My Own Worst Enemy.m4a,Lit,My Own Worst Enemy,169.03,uploaded,2024-11-12 12:06:15,1698397593073,1698397271026
Lit - Zip-Lock.m4a,Lit,Zip-Lock,212.35,uploaded,2024-11-12 12:06:39,1698393784440,1698394285803
LIVE - All Over You.m4a,LIVE,All Over You,239.55,uploaded,2024-11-12 12:07:07,1698398579742,1698401356171
LIVE - Freaks.m4a,LIVE,Freaks,290.67,uploaded,2024-11-12 12:07:35,1698397994344,1698401780853
LIVE - I Alone.m4a,LIVE,I Alone,231.13,uploaded,2024-11-12 12:08:02,1698396707860,1698398003721
LIVE - Lakini's Juice.m4a,LIVE,Lakini's Juice,299.27,uploaded,2024-11-12 12:08:31,1698403998740,1698396196078
LIVE - Lightning Crashes.m4a,LIVE,Lightning Crashes,325.6,uploaded,2024-11-12 12:09:00,1698396974181,1698397225792
LIVE - Selling the Drama.m4a,LIVE,Selling the Drama,205.69,uploaded,2024-11-12 12:09:27,1698396575457,1698402080816
LIVE - The Dolphin's Cry.m4a,LIVE,The Dolphin's Cry,264.16,uploaded,2024-11-12 12:09:55,1698394156594,1698398325569
